GeneSymbol,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
Hif1A,-0.21883032,0.25615487,-0.04914864,-0.2207621,-0.107748024,0.106443554,0.5329848,0.32129976,0.584204,0.6675236
Hif1An,0.77406883,-0.3597082,0.39180914,-0.028710172,0.30742148,-0.5365508,0.28128362,-0.54538256,0.27531028,-0.81251657
Higd1A,0.65480536,-0.629763,0.6985297,-0.8615389,0.33222097,-0.86642313,0.6552092,-0.5528463,0.5117763,-0.18742487
Higd1B,-0.88144934,0.024263207,-0.3546632,0.45851317,-0.20498937,0.2606735,-0.7762182,0.036155846,-0.47717917,0.012930285
Hilpda,0.2757356,0.8505004,-0.42622396,-0.9345236,0.5553897,0.89053726,-0.038077705,-0.91751766,0.6336822,0.7580146
Hint1,0.016789444,0.09977968,0.4347056,0.15322849,0.07040679,-0.1328525,0.58774215,0.45336735,0.54432124,0.07406938
Hint2,-0.6289805,-0.9460553,-0.38839614,0.33517498,-0.30961737,-0.36889318,-0.33943498,0.4252529,-0.52927935,-0.3090588
Hip1R,0.39555764,-0.4417961,0.6171627,-0.05760592,0.57285887,-0.5998833,0.58544034,-0.15015553,0.5378004,-0.29051638
Hipk2,0.08934798,-0.060277987,0.38377282,-0.00091539696,0.25703603,-0.24364318,0.41904566,-0.3922593,0.72126615,-0.91384137
Hipk3,-0.023588039,0.3479494,-0.2980144,-0.8040135,0.41643253,-0.070972234,0.4396318,-0.69249827,0.9209698,0.781685
Hipk4,0.3086123,0.23293798,0.452191,0.2596647,-0.06300529,-0.1449149,0.28996605,0.20600738,0.31357086,-1.1184015
Hirip3,0.371781,-0.0036456361,0.28765658,-0.03738681,-0.32029298,-0.57554644,0.2588524,0.06601031,-0.40386522,-0.60843587
Hivep1,0.29309708,0.9422331,-0.13321397,-0.5916155,0.3445996,0.75995725,-0.18009761,-0.745815,0.06818524,0.19431598
Hjurp,0.25265762,0.76157606,0.20752239,0.9876395,0.35100192,1.1005583,0.13572413,1.0612398,0.19498491,1.0867562
Hk1,-0.10585346,0.049498983,-0.00955189,-0.27919734,0.16991314,0.14404434,0.46305317,0.3965819,0.9179303,1.0416481
Hk2,-0.17813689,0.27954957,-0.33463246,-0.3177973,-0.0071474686,-0.104906276,0.11553029,0.07303181,0.51702243,0.5394331
Hkdc1,0.50676024,-0.35815197,0.23037666,0.18241195,0.3018218,-0.31759626,0.2693201,0.042973235,0.037069693,-0.23813473
Hla-A,-0.08117204,0.55922335,-0.16038379,0.032430273,0.18119112,0.7606986,0.41582686,0.42688617,0.2967003,0.99179375
Hla-B,-0.35695937,-0.34728828,-0.48594022,-0.53508997,-0.14682218,0.20527236,-0.2640199,-0.6936034,-0.44491678,0.07295279
Hla-Dma,0.012865104,-0.106521875,-0.11326965,-0.17383595,-0.004248433,0.39068642,0.12930134,0.32593605,0.1892824,0.43112147
Hla-Dmb,-0.2453061,-0.08523317,-0.31465954,-0.07109004,-0.21263468,0.4552173,0.27818143,0.36557192,0.04297068,0.60772413
Hla-Doa,0.036871515,0.38351238,0.036871515,0.38351238,0.024678357,0.39188993,0.024678357,0.39188993,-0.073589586,-0.25382924
Hla-Dqa1,-0.09972233,-0.20055655,0.046614073,-0.106059626,-0.05075536,-0.091158465,0.053014793,-0.17471862,0.18600753,0.29081935
Hla-E,-0.13599187,-0.2476549,-0.18378597,-0.20707604,-0.62003845,-0.19822067,0.21779048,0.27730748,0.2395567,0.34399572
Hla-F,0.046497695,0.15244268,-0.09670114,-0.109482124,0.14285791,0.68832666,0.43535286,0.34682614,-0.40326166,0.30313167
Hla-G,0.17136806,0.55468285,0.2833942,-0.7936279,-0.08006244,0.35885403,0.2833942,-0.7936279,0.045659173,-0.11665779
Hla-J,-0.035976805,0.41152826,-0.31216568,0.12340301,-0.19332576,0.54863346,0.48694205,0.5426632,-0.42527777,0.64430356
Hlcs,0.53303325,0.084567964,0.6624065,0.035966646,0.42385012,0.22399707,0.5202375,0.48687416,-0.18003488,-0.07547456
Hm13,0.2557088,-0.291349,0.65611243,-0.5192399,0.655679,-0.43482646,0.7980279,-0.1997574,1.1972821,-0.42099258
Hmbox1,0.7919856,0.46141732,0.57474154,-0.6168705,0.13217863,-0.15827161,0.8562863,0.06481756,-0.3270663,-0.5993968
Hmbs,0.58177245,0.3668302,0.9912818,0.54206455,0.7185789,0.21353593,0.98045087,0.8470222,0.6685134,0.37304652
Hmces,0.20834318,0.61977935,-0.39542693,-0.901587,0.2162647,0.44059813,0.2073304,-0.86744106,0.12813315,0.2116595
Hmcn2,0.18628895,0.4180507,-0.5624747,0.031979512,-0.17522201,0.1499493,-0.059631713,0.02100123,0.1069748,0.08019622
Hmg20A,0.6202371,0.07263918,0.55328393,0.05250713,0.44839343,0.19862808,0.50243735,-0.0742985,-0.4623626,-0.5575401
Hmg20B,0.11419348,0.09194851,0.17409027,0.0462278,-0.104241185,0.15020446,0.29247004,0.101300776,-0.8706569,-0.67712855
Hmga1,0.4563566,0.6665341,0.37679583,-0.13529705,0.6766932,0.28697947,0.6275816,-0.0061088465,0.78109944,1.1912977
Hmgb1,-0.51755667,-1.2702383,-0.3448504,0.043773714,-0.05947744,-0.30522418,-0.08809654,0.059071753,-0.076523356,-0.34762585
Hmgb2,0.21400303,0.5092469,0.16515794,0.37046736,0.061239317,0.40710607,0.19734225,0.48853093,0.11232437,0.7551441
Hmgb3,-0.07175309,0.58139485,-0.33401227,-0.7743536,0.46944654,0.24434827,0.5147343,-0.3531076,1.0705179,0.6057394
Hmgb3P1,-0.27871773,-0.050600868,-0.34180602,-0.08796397,-0.11867518,0.024975974,0.18072358,-0.06521988,-0.17796776,0.018905167
Hmgb4,-0.17204669,-0.032393087,-0.19295898,-0.36743438,0.42357695,0.24818514,-0.21550286,-0.51788986,0.4027912,0.394089
Hmgcl,-0.059475057,0.33785975,0.06407122,-0.018476013,-0.037882507,0.6716298,0.19514182,-0.09467514,0.15043621,-0.2096357
Hmgcr,-0.50641036,0.19015619,0.21968934,0.8479177,-0.53602576,-0.0074099116,-0.08062192,0.61786455,0.5557458,-0.97047985
Hmgcs1,-0.8350312,0.23206404,-0.35662097,0.65250605,-0.8319814,0.18177404,0.05782733,1.2334538,0.4053036,-1.0716045
Hmgn1,0.4907257,0.12893353,0.82060957,0.09839325,0.7298,0.025807839,0.84997964,0.4391398,0.58975405,0.81666756
Hmgn2,0.035283748,-0.04274394,-0.357968,0.21300022,-0.07200805,0.19760655,-0.34147137,-0.32084993,-0.26712203,-0.24143927
Hmgn3,-0.2698788,-0.84135735,-0.39700323,0.1504031,-0.6666323,-1.0568498,-0.3433671,0.17638087,-0.8665739,-0.24310274
Hmgn3-As1,0.31352487,-0.013945345,0.045179628,-0.44399822,0.27873898,0.10080005,0.043327488,-0.49906218,0.21245164,-0.32201824
Hmgn4,0.6025394,0.15451808,0.57726896,-0.0076104663,0.23005107,-0.11875352,0.4471624,0.045476507,0.08750123,-0.52286613
Hmgxb4,0.78792757,0.08959443,0.8049594,0.17240034,0.15701357,-0.32163218,0.64974195,0.47967952,-0.30832633,-0.4114212
Hmmr,0.24047032,0.66859955,0.3798953,1.0030725,0.5175234,1.162899,0.24152744,1.0964308,0.22987312,1.0498803
Hmox1,-0.39309162,0.56275785,-0.116531245,0.20632334,-0.03629078,0.40712216,0.7702511,0.99402654,1.2454209,0.70492613
Hmox2,-0.10013466,0.02812342,0.34425896,0.19867916,0.2667054,-0.107401684,0.8264937,0.4219205,0.80087435,0.029738676
Hnrnpa0,0.22907111,0.06281783,0.47477418,0.36995968,0.27762485,0.022643406,0.5322007,0.39672065,0.582682,0.1694733
Hnrnpa1,0.39241844,-0.07627103,0.28423667,0.047159847,0.24315846,-0.020843077,0.28344432,0.027366115,-0.31724778,-0.12869184
Hnrnpa2B1,0.86292636,0.0037885122,1.1309768,0.5815607,0.37728953,-0.18132368,0.91436934,0.56175077,-0.3892585,0.11249092
Hnrnpa3,0.9248853,0.01084362,0.9821272,-0.13143618,-0.1562967,-1.0813516,0.77225363,0.19587345,-0.27298898,-0.3656187
Hnrnpab,-0.11855199,0.33389482,0.22752589,0.32663804,0.24976143,0.16711535,0.47975534,0.58371043,0.76582783,0.08539978
Hnrnpc,0.9010117,0.19874883,1.0984787,-0.02232856,0.40020946,-0.40718612,0.89166915,-0.043943774,0.15569034,0.16021286
Hnrnpd,0.55926335,-0.14362247,0.5564018,0.045931328,0.46462247,-0.21801637,0.3449008,-0.3838753,-0.116470166,-0.016491774
Hnrnpf,0.030424714,0.34463006,-0.0074451715,-0.20947681,-0.057477646,-0.7479421,-0.0025868937,0.34239623,-0.06689928,-0.24944158
Hnrnph1,0.70686007,0.004670743,0.67432964,0.32871893,0.18442112,-0.18789732,0.31177464,-0.02730669,-0.6228095,-0.16329893
Hnrnph3,0.9093219,-0.08765255,0.9363729,0.5000145,-0.4175859,-0.8255459,0.5716348,-0.19201475,-0.77140385,-0.3531763
Hnrnpk,0.39495406,0.2850924,0.84354913,0.4770521,0.544818,0.11716698,0.80848914,0.79257953,0.6266391,0.37168646
Hnrnpl,0.37096363,0.20057757,0.35084742,0.4114463,0.56539917,0.29651007,0.773798,0.80673254,0.06749935,0.3376834
Hnrnpll,0.60040545,0.1355748,0.77622277,-0.02304766,0.7502693,-0.03235065,0.7522356,0.21188365,0.59773725,0.5262495
Hnrnpm,-0.074301176,0.5364986,0.20304215,-0.844373,0.30908757,0.14399111,0.35268447,-0.48927468,0.68940103,0.521504
Hnrnpr,-0.061457776,0.3164284,0.7170119,0.44389284,0.22741604,0.11474778,1.1539111,0.99699295,0.76358527,0.41373906
Hnrnpu,0.66911036,0.42920962,0.936589,0.008422356,0.6978983,0.06005318,0.9111318,0.30225968,0.23584688,0.4587984
Hnrnpul1,0.6382678,0.44049194,0.94763374,0.70203817,0.6195052,0.34053043,1.0248389,1.0443536,0.27122393,0.6742122
Hnrnpul2,0.63745284,0.49928123,0.6963073,0.49831742,0.4547745,0.46882144,0.73374027,0.6934931,-0.26645452,-0.17672534
Hoga1,-0.14864284,-0.08122146,-0.15133506,0.08887157,-0.12705028,0.25254858,-0.13442639,-0.2840362,-0.17913201,-0.39899677
Homer1,0.2763375,0.6250952,0.27500695,-0.89153445,0.447442,0.24010961,0.5509861,-0.53093684,0.8544287,0.41913778
Homer2,-0.45544213,-0.99202716,-0.305489,0.4301026,-0.10917037,-0.04086611,-0.3534904,0.44753748,-0.5221471,-0.22875564
Homer3,-0.18631798,-0.12179735,0.23838088,-0.16619612,0.26118627,0.3116335,0.45858473,0.39588988,0.4326942,0.7104045
Homez,0.5538116,0.73371154,-0.31175303,0.19312312,0.53759617,1.0190837,-0.1357198,-0.37148812,-0.080227636,-0.5123703
Hook1,0.32130837,-0.14927952,0.35931498,-0.4718721,0.31936237,-0.51638573,0.42299172,0.7632047,0.062067337,0.16441934
Hook2,0.40993124,0.041187335,0.24350551,-0.69674754,0.31818688,0.35340905,0.10064601,-0.6131183,-0.33096045,-0.17177762
Hormad2,0.2504215,0.15881383,-0.008834131,-0.7451441,0.5507736,0.39274675,-0.027241126,-0.8679905,-0.0667615,0.24149571
Hotair,-0.42856872,-0.0042146705,-0.2141338,-0.057256993,-0.46383137,0.21530326,-0.9218513,-0.33659512,-0.70136696,-0.25592583
Hotairm1,-0.6260826,-0.17725073,-0.20916957,-0.080263525,-0.35250497,-0.12848343,-0.24664178,0.33673322,0.12425475,0.3603638
Hottip,-0.4146674,-0.4452458,-0.10514747,-0.23559888,0.314184,-0.0057033487,-0.20753512,-0.02433766,-0.09947724,-0.018177614
Hoxa-As2,-1.1009301,-0.32224208,-0.41071942,0.036038194,-0.12891603,-0.23190893,-0.5721492,0.3622331,-0.91524476,0.3752082
Hoxa1,-0.23281324,0.2422723,-0.33968106,0.3555281,-0.15837449,0.2277144,0.19111514,0.6795671,0.20925006,1.1325529
Hoxa2,-0.58083224,-0.2025516,-0.55324936,0.4792317,0.029757187,-0.1579671,-0.6005738,0.5262355,-0.56813234,0.3397919
Hoxa6,-0.66588193,-0.0523217,-0.4468032,-0.11878297,-0.12445267,0.38356143,-0.2719632,-0.28867507,-0.67471075,0.33342904
Hoxb-As3,-0.07375551,-0.098277986,0.05720717,0.18010502,0.24887085,0.2377595,0.20091054,0.543823,-0.369477,0.6921384
Hoxb1,-0.5185951,-1.0224216,-0.14288127,-0.674276,-0.7937689,-0.67054904,-0.46547782,-0.436802,-0.71000683,-0.7553383
Hoxb2,-1.0822356,0.02114315,-0.5522921,-0.024751488,-0.5908128,0.15180416,-0.9890803,0.10894179,-0.5523646,-0.13194008
Hoxb3,-0.5432445,0.26539108,-0.1461193,0.40777415,-0.01307971,0.34054324,-0.32912692,0.28514612,-0.69355565,0.07014646
Hoxb4,-0.4518311,0.12469526,-0.36336443,-0.013915125,-0.046590656,0.5134463,-0.15817785,0.16830797,-0.8524724,-0.10080318
Hoxb7,0.17949986,0.46146795,0.17170629,0.3719851,0.21759084,0.60228586,0.5142511,1.0426857,-0.30716318,0.54447603
Hoxc8,-0.35689765,-0.18166013,-0.1367862,-0.16593888,-0.03194353,0.14649796,-0.35103887,-0.24113105,-0.48137176,-0.2507461
Hoxc9,-0.6138899,-0.033250943,-0.15394056,-0.15987055,-0.8971346,-0.23623346,-0.28080928,0.21857865,-0.29751617,-0.14188576
Hoxd1,-0.87039137,0.37979603,-0.68091327,0.38333243,-0.402687,0.48860332,-0.36093497,0.29780844,-0.31713927,0.26688558
Hp1Bp3,0.6717929,0.3686822,0.92454284,0.38923666,-0.32073492,-0.2704096,0.5087244,0.21508268,-0.23925078,-0.7264151
Hpca,-0.32431102,-0.21854557,0.17176084,-0.18625487,0.2223326,0.034432203,0.041025445,-0.17865051,0.36805108,0.42918772
Hpcal1,0.2242373,0.12037805,-0.036423825,-1.0398669,0.31959704,-0.43458664,0.18669645,-1.3202016,0.18586159,0.1463198
Hpd,0.09960722,-1.3984998,-0.56292623,0.4543088,-0.17476088,-0.23971377,-0.56292623,0.4543088,-0.04924617,0.40600988
Hpdl,-0.10944729,0.18587561,-0.1982106,0.36970937,0.16662559,0.5352477,0.055076744,0.46776518,-0.01764553,0.3814788
Hpgd,-0.39087385,-0.97790086,0.49899796,0.027973127,0.73031354,-0.52737397,0.21741289,-0.37243247,0.45975786,0.2509498
Hpn,0.1252319,0.1834659,-0.5012289,0.096064866,-0.021811686,0.27510333,-0.22910249,0.021548714,-0.20092636,-0.17010802
Hps1,0.7715331,-0.19494246,1.0613942,0.020014945,0.6500076,-0.37644678,0.9009573,-0.025516737,0.18529423,-0.38069925
Hps3,0.49585712,0.35681015,0.4740981,0.54867536,0.21914285,0.22963455,0.3738293,0.76310027,-0.091074534,0.28960216
Hps5,-0.9485167,-1.0183454,-0.19588119,0.52879745,-0.8668643,0.030484632,-0.42901212,0.8619092,0.74857825,-0.8582095
Hpx,-0.28862438,0.13500474,-0.46984386,0.2846007,-0.6039257,0.30884865,0.1589306,0.7384429,-0.40359393,0.27634105
Hr,-0.406169,-0.16855155,-0.5005625,-0.11899944,-0.33494222,0.53810805,-0.4692185,-0.049468327,-0.5522311,-0.58645165
Hras,0.36624268,-0.284425,0.29038975,-0.32116312,-0.19485152,-0.58917737,0.36624268,-0.284425,-0.6748049,-0.3693275
Hrct1,-0.14579535,-0.25439194,-0.041000888,0.09362741,-0.18237108,0.34682438,-0.33268172,0.15853931,-0.006153293,0.12339333
Hrh1,-0.2589256,0.22946687,-0.22818613,0.16780294,-0.25680956,0.22114728,0.34091544,0.6998783,-0.3268497,0.086823784
Hrh2,0.0493875,0.6181625,-0.24019825,-0.44700518,0.5140811,0.5996921,0.3412791,-0.28897834,1.1368552,0.9651366
Hrh3,0.28468144,0.43185925,-0.38693652,-0.20542605,0.21186388,0.30992222,-0.3665733,-0.29451343,0.024752669,-0.38830528
Hs1Bp3,-0.30391392,0.39705056,-0.7930947,-0.04914205,-0.35831097,0.13296337,-0.8271785,-0.23719792,0.1282543,-0.32347798
Hs2St1,0.5081147,0.041759174,0.6107029,0.18517852,0.5081147,0.041759174,0.46028495,0.53950256,0.17790595,0.16536637
Hs3St1,-0.37952104,-0.0028122403,-0.12590688,-0.34551543,-0.15607762,0.2508679,-0.099362455,0.2530059,0.1312693,0.6293599
Hs3St3A1,-0.23376381,0.16011943,-0.5269062,-0.3078437,-0.24450102,-0.15784088,0.07902375,0.093606025,0.4805159,0.56000733
Hs3St3B1,0.4372545,0.4471221,0.34904295,0.05165612,0.19096655,0.33367527,0.3564763,0.37752753,0.18256155,0.29133937
Hs3St5,-0.582618,0.17044838,-0.7531999,0.19705424,-0.52545714,0.20911407,-0.6713337,0.05590954,-0.23283845,0.09489232
Hs3St6,-0.52164555,-0.18259382,-0.35417095,-0.17616461,-0.39280266,-0.1655879,-0.46771896,0.29786587,-0.36242634,-0.039948452
Hs6St1,0.19333738,-0.2562791,0.09584176,-0.39878824,0.37762156,0.4107974,0.12954447,-0.19774887,0.1462788,0.54437846
Hs6St2,-0.12933451,0.35781145,0.26497826,0.1512888,-0.35205126,0.25957236,0.37160087,0.54741645,0.5140271,0.390895
Hscb,0.59238887,0.3834191,0.15282515,-0.31748423,0.42256194,-0.30751878,0.30098584,-0.32321262,-0.014299549,-0.64751977
Hsd11B1L,-0.3980258,0.5267911,-0.580011,0.031062055,-0.19265074,0.30221552,0.2481488,0.9794414,0.6182918,0.34063643
Hsd17B10,-0.46519876,-0.97259784,-0.46789098,-0.8025048,-0.14788821,0.7109345,-0.46789098,-0.8025048,-0.21687862,0.432297
Hsd17B11,-0.20685124,-0.56134546,-0.20904946,-0.42246512,-0.189221,-0.28882337,-0.067265056,0.37240258,-0.24594855,0.11968829
Hsd17B14,-0.19586366,-0.022608045,-0.44534224,-0.41474146,0.049120598,-0.29938495,0.27390936,-0.52181137,0.5637786,0.61455905
Hsd17B2,0.26915982,0.117464095,-0.5790508,-0.40407282,-0.1230131,-0.320863,-0.03994272,-0.10705574,-0.15232912,0.031559188
Hsd17B7,-0.09553342,0.49511802,-0.7794464,-1.258522,0.104025304,-0.06891821,-0.25153613,-1.2934023,-0.004123971,-0.27751452
Hsd17B8,-0.21252501,-0.3912984,-0.117297225,0.1277885,0.08782892,0.8034657,-0.1637407,-0.110661745,-0.10538789,-0.2490509
Hsd3B1,-0.295329,-0.84838814,0.030366622,-0.06579073,0.002258733,0.23840193,-0.029591657,-0.37362868,0.006586559,-0.40325752
Hsd3B7,-0.061334364,0.30440953,0.22887048,0.48094982,-0.28496355,-1.2724013,0.23673469,-0.017638583,-0.11518764,-0.08193453
Hsdl2,0.27138323,0.5157713,0.37981516,-0.04478352,0.37981516,-0.04478352,0.18524316,0.556829,0.0111071095,0.36227894
Hsp90Aa1,0.69235045,0.4558543,0.8012936,-0.10936166,0.03548313,-0.43277872,0.889284,0.26334846,0.4343624,-0.4680062
Hsp90Ab1,0.8391485,0.246291,1.312975,0.26353398,0.4881692,-0.4082534,1.1716751,0.24658565,0.29611978,0.31930724
Hsp90B1,0.59513366,0.037645545,0.706632,-0.32023197,0.6939751,-0.21750438,0.7036057,0.49438363,0.42042258,0.4420351
Hspa12B,-0.5619589,0.34523177,-0.2764468,0.7798886,0.037832543,0.516363,-0.14723781,0.5929862,-0.024065517,0.7434092
Hspa13,0.1737104,0.15789151,0.32191685,0.26068908,0.36816543,-0.39816713,0.72301364,0.9251672,0.8031174,0.14261293
Hspa14,0.12564903,0.098679274,0.47922397,-0.5148247,0.86329454,-0.19072564,0.8917919,-0.32304448,0.9204079,0.18532383
Hspa1L,0.050237127,0.1670695,0.16388005,0.5169429,-0.5863267,-0.738019,-0.011501893,0.28473076,-0.64031744,-0.23163037
Hspa2,0.0423271,0.013327312,-0.050914727,-0.06787294,-0.041273035,0.20680453,0.36697215,0.5317024,0.24699226,0.6875673
Hspa4,-0.38126862,0.16943108,0.7564033,0.6276805,0.16004436,-0.13393451,0.86901474,0.7070147,1.278232,-0.09314582
Hspa4L,0.14090705,0.55620486,-0.43300116,-0.94208246,0.78775316,0.49149838,0.14530855,-1.2109625,0.8607123,1.1748574
Hspa5,0.44420007,0.21966118,1.0585042,-0.18959811,0.5538304,-0.5197192,0.9005579,0.13962543,0.46250197,0.48921314
Hspa6,-0.13117525,0.2877814,-0.36867362,-0.18113275,-0.11579562,-0.047362443,-0.2340528,-0.40696862,-0.4235488,-0.122529626
Hspa8,-0.07301066,0.3859988,0.64188576,-0.5538384,-0.08520382,0.39437634,0.22901061,0.46032298,0.101638794,0.19813403
Hspa9,0.19430107,0.5461501,0.80732226,0.5822834,0.58271503,0.5503464,0.7624729,0.5053807,0.45512187,0.8675984
Hspb1,-0.062707745,-0.0831881,-0.5363909,-1.1800272,-0.052765124,-0.47973168,0.20359948,-1.0050347,0.17765209,0.26417068
Hspb11,0.3271961,0.45777765,0.23359701,0.47121516,0.3271961,0.45777765,-0.006149702,0.7135158,-0.043429837,0.5323498
Hspb2,-0.87808317,0.26269174,-0.54603237,0.4000212,-0.042888336,0.250626,-0.94266784,-0.012133095,-0.30722585,0.2716931
Hspb3,-1.0342672,-0.3979234,-1.1214856,-0.5403496,-0.9089762,-0.40175295,-0.47318196,-0.265632,-0.2536619,-0.2160155
Hspb8,-0.373737,0.7691892,-0.4588241,0.25601315,0.19811136,0.39025193,-0.38380826,0.06682116,-0.090068854,0.49694794
Hspbap1,-0.010008886,0.4791953,-0.5695896,-0.871366,-0.021844797,0.68438923,0.33072197,0.11485498,0.57272464,0.6491908
Hspbp1,0.2823749,0.32025766,0.73698497,-0.23728181,0.87238634,0.22865303,0.84508944,-0.5011362,0.87302566,0.8071538
Hspc324,-0.3513654,0.23203015,-0.12892202,-0.13346003,-0.3095715,-0.43411756,-0.109428145,0.31010124,0.18659201,0.5348836
Hspd1,0.33974105,0.14991134,0.59388167,-0.35983562,0.80151594,-0.28379714,0.7515991,-0.2889313,0.7642461,0.4930546
Hspe1,0.058227543,-0.5518219,0.54128253,-0.30098164,0.41665798,-1.0061457,0.19269386,-0.5668042,0.67282194,0.7238461
Hspg2,-0.07869399,-0.057759617,0.16884348,0.043859262,-0.088643394,0.13770159,0.32077566,0.6249279,0.28086823,0.56914634
Hsph1,0.36511916,0.40775782,-0.2390792,-0.99533165,0.35206974,-0.4783448,0.1822212,-0.6896596,0.3239332,0.33065468
Htatip2,0.05295579,0.59027034,0.15501207,1.0072184,0.30514604,0.7484572,0.23384589,0.9273028,0.26463693,0.8277511
Htatsf1,0.45016775,0.22075808,0.6687903,0.5551497,0.27188498,0.12539013,0.9939941,1.0130194,-0.12507394,0.30809575
Htr1A,-0.26028973,-0.13292338,-0.34876955,-0.5792118,0.027018271,-0.006412212,-0.1679016,-0.43900657,0.50179327,0.64752245
Htr1B,-0.20237002,0.11755665,-0.14532816,0.039853077,-0.29844144,-0.058373068,-0.27077305,0.49702722,0.28311065,0.44538116
Htr1E,-0.3311858,-0.7505882,-0.41586208,0.006964978,-0.22352743,-0.64214194,-0.21658713,0.27001652,0.38047516,0.07674837
Htr2A,-0.15965313,0.90768003,-0.45478898,-1.0689217,-0.27292895,-1.4355423,-0.2060839,-1.3328927,0.59579134,-0.46699154
Htr2C,-0.35684904,-0.004434176,-0.5190087,-0.96066564,-0.3396678,-0.22449256,0.058715977,-0.53589916,0.014997579,0.28400514
Htr3A,0.336058,-0.037616003,0.6184213,-0.23631655,0.60703844,0.5406996,0.76853836,0.0044964813,0.42068893,0.6876461
Htra1,-0.56377244,0.2504704,-0.3214202,0.009375237,-0.2935629,0.13627097,0.30918464,0.49256465,0.4068183,0.24362198
Htra2,0.68387574,0.41246915,0.23510966,-0.04025979,0.44500658,-0.12737891,0.4155214,0.3170866,-0.26354304,-0.18213192
Htra3,-0.44035888,-0.1779602,0.009434864,-0.020956557,-0.24886456,-0.15803753,-0.23509991,0.35248226,0.13071658,0.02342334
Hunk,-0.3173281,-0.02634069,-0.29844326,-0.066261604,-0.37984335,-0.0055924356,0.3851863,0.44022286,-0.36851752,0.19859533
Huwe1,0.46947265,0.63942546,0.75142074,0.8196495,0.3745569,0.5980662,0.97692084,1.1335301,-0.01554545,0.5538044
Hvcn1,-0.52180594,-0.077432334,-0.35830808,-0.219629,-0.20235604,0.28946736,-0.16104671,0.6038125,-0.15371796,0.37134725
Hyal1,-0.15923992,-0.5697846,-0.4009154,0.3840738,0.06033411,0.94664407,-0.21997261,0.4090727,0.28498006,-0.49297577
Hyal2,0.051728494,-0.33486557,-0.14069214,0.35793504,0.21722987,0.53022826,-0.048788853,0.38931775,-0.053767778,0.37308386
Hyal3,0.1589064,-0.033373702,-0.04362967,-0.044051293,-0.6378727,-1.2346368,0.55139315,-0.32043645,-0.54078203,0.1238267
Hydin,-0.14761591,-0.14113991,-0.14761591,-0.14113991,-0.14761591,-0.14113991,-0.14761591,-0.14113991,-0.14761591,-0.14113991
Hydin2,-0.94899476,-0.14274788,-0.03321013,0.24863644,0.10424661,0.21235807,0.30915335,0.20876119,-1.0129963,-0.14008051
Hykk,-0.15868703,0.09117971,-0.19869676,0.10667795,-0.14105678,0.3637018,-0.19869676,0.10667795,-0.7108453,-0.7763211
Hyou1,-0.16118148,-0.031800825,0.77963877,0.118999675,0.33476168,-0.45592538,0.7570585,0.54056406,1.0218824,0.0033249222
Hypk,-0.007523231,-0.21210642,-0.11570502,-0.08867554,0.33577383,-0.1478169,-0.116497375,-0.10846926,-0.1526554,-0.3177731
Iapp,-0.05272062,-0.4801281,0.131374,-0.2106438,0.30812886,-0.1264132,-0.060779475,-0.25966716,0.131374,-0.2106438
Iars2,-0.41417435,0.8211235,-0.3233586,0.8378238,-0.45744044,0.86207175,0.30541584,1.291666,-0.2571087,0.82956415
