GeneSymbol,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
E2f4,-0.11256124,-0.088077925,-0.07383624,0.22564127,0.3056313,0.8034519,0.022177938,-0.5784559,-0.26621792,0.08290833,-0.44782573,-0.0897586,-0.037325237,-0.47850883,0.063872516,-0.56212544,0.028795484,-0.21022199,-0.18636918,-0.022786582
E2f5,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,-0.017689768,0.3406421,0.06306182,-0.2232536,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,0.06306182,-0.2232536,0.06306182,-0.2232536
E2f6,-0.18653452,0.52273124,-0.25270635,0.37926742,0.113198176,-0.14512277,-0.18653452,0.52273124,-0.18653452,0.52273124,-0.18653452,0.52273124,-0.18653452,0.52273124,-0.18653452,0.52273124,-0.18653452,0.52273124,-0.18653452,0.52273124
E2f8,-0.31405976,0.25804132,-0.13618694,-0.22983411,-0.2718486,0.20353042,-0.1890619,0.043295287,-0.2239893,-0.17772697,-0.5051416,0.39372933,-0.21258697,0.12862818,0.23470508,-0.57644105,-0.79937404,0.349081,-0.8842644,0.40587655
E4f1,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536
Edf1,-0.028911848,-0.27982408,0.5609118,-0.42263043,-0.11952853,-0.09657471,-0.39725962,0.5351986,-0.42150697,0.44317207,-0.3818188,0.58944964,-0.4235964,0.7093925,-0.19604576,0.45669958,0.5348519,-0.47733715,0.5398773,-0.4507278
Egr1,0.42089307,-0.0643417,0.42089307,-0.0643417,-0.36757624,0.20280598,-0.017689768,0.3406421,-0.017689768,0.3406421,0.42089307,-0.0643417,0.42089307,-0.0643417,-0.36757624,0.20280598,-0.36757624,0.20280598,0.42089307,-0.0643417
Elf1,-0.48441923,0.016364327,-0.2583303,-0.17386521,-0.6943198,0.17668247,0.07744959,-0.26655355,-0.12750411,-0.33436584,-0.23699419,-0.28700653,-0.21549788,-0.22237314,-0.23308901,-0.18619476,0.23820312,-0.48688734,0.047672745,-0.3306034
Elf2,0.24153987,0.35512957,-0.017689802,0.340642,-0.017689802,0.340642,-0.017689802,0.340642,-0.017689802,0.340642,-0.017689802,0.340642,-0.017689802,0.340642,-0.017689802,0.340642,-0.017689802,0.340642,-0.017689802,0.340642
Elk4,0.35436875,-0.24804561,0.14256062,-0.38382056,0.35436875,-0.24804561,0.35436875,-0.24804561,0.35436875,-0.24804561,0.14256062,-0.38382056,0.35436875,-0.24804561,0.35436875,-0.24804561,0.35436875,-0.24804561,0.35436875,-0.24804561
Epas1,0.17292173,-0.17953332,-0.11300142,0.15247999,-0.58409834,0.12692109,-0.3761633,0.3131921,-0.58290374,0.27001962,0.18872522,-0.50049603,-0.2889428,-0.10437738,0.5722368,-0.53462946,0.18748891,0.081107445,-0.117813036,0.5158963
Ercc2,0.4194305,-0.24627997,0.17485552,-0.4030594,0.4194305,-0.24627997,0.4194305,-0.24627997,0.4194305,-0.24627997,0.17485552,-0.4030594,0.4194305,-0.24627997,0.4194305,-0.24627997,0.4194305,-0.24627997,0.4194305,-0.24627997
Ercc3,-0.36032265,0.7504967,-0.30940056,0.5708386,0.31319848,-0.73395896,-0.12799414,-0.20756496,0.11092372,-0.31543374,-0.5833092,0.18636955,-0.12799414,-0.20756496,0.24986686,-0.3782618,-0.06493494,-0.18871935,-0.17583303,-0.054067593
Ercc6,0.1042756,0.44953704,0.012296978,0.22061923,-0.16459225,-0.1718347,0.22088319,-0.1781948,0.21590246,-0.27973378,-0.09094404,-0.21225755,0.18353134,-0.21018226,0.18353134,-0.21018226,0.16870913,-0.2720284,0.24836524,-0.17468534
Erf,0.1729387,-0.26608825,0.016569015,0.62921166,-0.4926703,0.4505075,0.08419603,0.28201428,0.016569015,0.62921166,-0.21808557,0.34619534,0.08419603,0.28201428,0.08419603,0.28201428,-0.07183963,0.43705907,0.016569015,0.62921166
Esr1,0.37640774,-0.0074183205,0.35650104,-0.009818458,-0.3993609,0.32849202,0.5141848,0.17050661,0.24350484,0.7790307,0.49080622,-0.60057,0.45449436,0.291874,0.42004704,0.1536058,0.24141361,0.5008393,0.37640774,-0.0074183205
Esrra,-0.014636371,0.17835608,-0.2862405,0.50510013,-0.46992803,-0.107598715,0.33803976,0.21312977,-0.5446148,0.061855674,0.3335663,0.073358975,0.25265,0.06420195,0.16323507,0.23649044,0.5049661,-0.39183563,0.41073525,0.26008376
Ets1,-0.16748013,0.2330433,0.112932205,-0.08558769,0.2749437,0.6545415,-0.019813355,0.0071769124,-0.1878389,-0.103354074,0.054929867,-0.2022309,0.22431089,-0.60851103,0.13634077,-0.4054493,0.2422428,-0.62627006,-0.12115201,0.27558425
Ets2,0.10509053,0.305592,0.65979886,1.6880065,0.21004196,0.66093016,0.05391849,-0.42705795,0.17859459,-0.34019205,0.10061537,-0.18163843,0.43251196,-0.12283889,0.17859459,-0.34019205,0.35453272,0.035714746,0.027111303,0.46414566
Etv3,-0.52777374,0.37696677,-0.48407608,-0.009339941,-0.5312963,0.09610415,0.0007160641,0.12971629,-0.4964056,-0.03125457,0.044659004,-0.38850626,-0.11195256,-0.44734728,-0.16344714,-0.13580838,0.29236537,-0.2790143,0.15609436,-0.14232804
Etv6,0.06306182,-0.2232536,0.06306182,-0.2232536,0.42089307,-0.0643417,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421
Ezh1,0.06306182,-0.2232536,0.06306182,-0.2232536,0.6279499,1.3197587,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536
Fosl2,-0.051051956,0.45852798,0.40474847,0.95690036,0.45359677,0.45981333,0.038971767,-0.33239272,0.038971767,-0.33239272,0.038971767,-0.33239272,0.34995574,-0.06619055,0.038971767,-0.33239272,0.34995574,-0.06619055,-0.051051956,0.45852798
Foxa1,0.14164633,-0.36906824,0.89311266,-0.420322,-0.31604806,0.64903677,-0.49903095,0.4075155,0.19912612,0.07685343,0.8357962,-0.13933499,-0.31093797,0.4530896,0.09119148,0.14973953,0.14164633,-0.36906824,-0.24487002,0.023022609
Foxa2,0.2214189,-0.3815039,0.816911,-0.42391968,-0.27801922,0.48094618,-0.7862935,0.40541312,0.08285385,0.13898794,0.8026017,-0.11772587,-0.07859486,0.26212713,0.011879746,0.19312091,0.2214189,-0.3815039,-0.24811302,0.0996951
Foxa3,-0.14239316,-0.3473416,1.1081808,-0.3328258,-0.100976914,0.67006093,-0.43579528,0.47933784,0.27498737,0.25870445,1.199611,0.05464827,0.017780196,0.53107584,0.09610769,0.47557664,-0.15460013,-0.3436568,-0.6479561,0.2884697
Foxj2,0.06306206,-0.22325334,0.06306206,-0.22325334,-0.03820208,0.60317016,0.06306206,-0.22325334,0.06306206,-0.22325334,0.06306206,-0.22325334,0.06306206,-0.22325334,0.06306206,-0.22325334,0.06306206,-0.22325334,0.06306206,-0.22325334
Foxk1,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536
Foxk2,0.06306182,-0.2232536,0.06306182,-0.2232536,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,0.06306182,-0.2232536,0.06306182,-0.2232536
Foxn2,-0.35229716,-0.42820475,-0.4910679,-0.34974584,0.047624525,-0.2965329,0.015717018,-0.3720849,0.18229853,-0.34891406,-0.0066408403,-0.3156298,0.15706694,-0.3650973,0.18118146,-0.3578808,0.20006652,-0.2998429,0.20869462,-0.30064902
Foxn3,0.06306182,-0.2232536,0.06306182,-0.2232536,0.6279499,1.3197587,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536
Foxo1,-0.017689768,0.3406421,0.42089307,-0.0643417,0.42089307,-0.0643417,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,0.42089307,-0.0643417,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421
Foxo4,0.15179689,0.21510334,-0.15742323,0.32413784,-0.15428466,-0.09696183,0.019300722,0.47319824,0.019300722,0.47319824,0.05633429,0.562478,0.019300722,0.47319824,0.019300722,0.47319824,0.019300722,0.47319824,0.019300722,0.47319824
Foxp4,0.25149113,-0.33752218,-0.17106444,-0.28103814,-0.24845482,-0.20047891,-0.49014115,0.38838783,-0.4136897,0.47807893,-0.3692159,0.5369133,-0.5180669,0.46382055,-0.5180669,0.46382055,-0.065660134,0.17483927,-0.4136897,0.47807893
Foxq1,-0.017689768,0.3406421,0.06306182,-0.2232536,-0.017689768,0.3406421,0.06306182,-0.2232536,0.06306182,-0.2232536,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421
Fubp1,-0.53426987,-0.09175321,-0.41259018,-0.26899877,-0.4799903,-0.56995964,0.1500725,-0.5588055,0.3162078,-0.95826715,-0.30567434,-0.56475717,0.060468353,-0.51103336,0.33009014,-0.78194,0.046555646,-0.34791717,0.16681816,-0.1911017
Fubp3,-0.046952028,-0.06984021,-0.48763514,0.0058104834,-0.37368876,-0.017489785,0.07894686,0.17768177,0.05975263,0.319927,-0.074858546,0.25518858,-0.041833725,0.25299183,0.12983622,0.20029241,0.094363675,0.24987535,0.1473229,0.29476073
Gabpa,-0.13978624,-0.26137546,-0.30362767,-0.35895935,0.07053876,-0.37741834,0.018479396,-0.45921883,0.003595883,-0.15992112,-0.4122685,-0.27744585,-0.36407134,-0.029566834,0.083099835,-0.3762228,-0.23320143,-0.23209496,-0.052601185,-0.20804805
Gabpb1,-0.8684988,0.24571575,-0.65661114,-0.2864052,-0.22793932,-0.35605738,-0.41702837,-0.21061505,-0.5033918,-0.23945273,-1.2113181,0.20073684,0.15651417,-0.4463856,0.14870095,-0.45753413,-0.5017378,-0.10958638,-0.73733866,0.19035007
Gabpb2,-0.44828233,-0.47272497,-0.3673695,-0.66839206,-0.46425617,-0.4140075,0.39328367,-0.7770626,0.52860945,-0.809866,0.038807712,-0.5976534,0.4001845,-0.6408955,0.5212841,-0.72615504,0.53868824,-0.5664302,0.5807987,-0.59400797
Gata4,-0.23771422,0.030934894,0.37990832,-0.015631491,-0.29167396,0.38266855,-0.6491262,0.055922575,0.07438889,0.091705434,0.2032523,-0.20891829,0.44385204,-0.33980688,0.15020621,-0.13576287,-0.17761597,0.24473147,-0.17761597,0.24473147
Gata6,-0.10726616,-0.15443361,-0.1092415,-0.38499507,-0.4348536,0.08196566,-0.07323523,-0.16278376,-0.0849407,-0.20839842,0.17521383,-0.027695142,-0.09436166,-0.031627335,0.18388073,-0.23074408,0.18388073,-0.23074408,0.18388073,-0.23074408
Gatad1,0.42089307,-0.0643417,0.42089307,-0.0643417,-0.017689768,0.3406421,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417
Gatad2b,0.06306206,-0.22325334,0.06306206,-0.22325334,0.06306206,-0.22325334,0.24153987,0.35512957,0.24153987,0.35512957,0.06306206,-0.22325334,0.24153987,0.35512957,0.24153987,0.35512957,0.06306206,-0.22325334,0.24153987,0.35512957
Gm98,-0.017689768,0.3406421,-0.017689768,0.3406421,0.06306182,-0.2232536,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,0.42089307,-0.0643417,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421
Gmeb2,0.24153987,0.35512957,0.24153987,0.35512957,0.24153987,0.35512957,0.24153987,0.35512957,0.24153987,0.35512957,0.24153987,0.35512957,0.24153987,0.35512957,0.24153987,0.35512957,0.24153987,0.35512957,0.24153987,0.35512957
Gon4l,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536
Gpbp1,-0.35643235,-0.4672633,-0.30520564,-0.48707852,-0.033800293,-0.620348,-0.08093195,-0.26086393,0.1447415,-0.6010709,-0.43140948,-0.49576357,-0.22957797,-0.2600016,-0.1463253,-0.17104223,-0.22699507,-0.05752785,-0.0933702,-0.076703794
Grlf1,-0.09220797,-0.034735627,0.25690147,-0.32684323,-0.111770004,0.46444175,0.22903158,-0.41824797,0.063094646,-0.3124344,0.063094646,-0.3124344,0.063094646,-0.3124344,0.063094646,-0.3124344,0.22129779,-0.39398536,0.16929132,-0.34750488
Gtf2a1,0.33297557,0.1409537,0.06217018,-0.20191969,-0.08649211,-0.13924979,0.33297557,0.1409537,0.06217018,-0.20191969,0.33297557,0.1409537,0.33297557,0.1409537,0.06217018,-0.20191969,0.33297557,0.1409537,0.33297557,0.1409537
Gtf2b,0.31133372,-0.35959116,-0.163989,0.05606678,-0.24055277,0.23306671,-0.1451788,0.16565739,0.24957217,-0.2952787,-0.3634591,0.296456,-0.15075074,0.1074371,-0.24013926,0.3507336,0.20366941,-0.19507308,0.21619414,-0.29893678
Gtf2e1,-0.6407921,-0.3211787,-0.38815245,-0.2151124,0.14962456,-0.375005,-0.026646703,-0.20480932,0.012656614,-0.03212136,-0.6825976,-0.017023364,0.0885607,-0.092845835,0.48695338,-0.2770135,0.042507812,-0.023079334,-0.016314149,-0.008290705
Gtf2e2,-0.33070305,0.24689825,-0.4778329,-0.13297716,-0.38467646,0.20298575,-0.25139573,0.06345275,-0.4392344,0.43547916,-0.24606226,-0.12527189,-0.58714885,0.43191627,-0.4296482,0.46569607,-0.2525964,0.18798348,-0.23737864,0.09155577
Gtf2f1,-0.41714528,0.7147046,-0.19800435,0.47350696,0.16990724,-0.7219634,-0.29199436,-0.08725041,-0.31168458,-0.4682704,-0.45372266,-0.10530906,-0.329831,-0.1460585,-0.23274715,-0.30858228,-0.48726135,-0.34379908,-0.53538096,-0.34469655
Gtf2f2,-0.64205605,0.11780625,-0.48324215,-0.015737299,-0.23241703,-0.47847664,-0.2317244,0.02879827,-0.47044957,0.16902435,-0.60364854,0.26973566,-0.3178547,0.059376758,-0.4758082,0.19571309,-0.58354765,-0.16289209,-0.5355348,-0.2543561
Gtf2h5,-0.9024379,0.16394322,-0.8662684,0.15400575,-0.5934088,0.11464835,-0.7084886,0.17232546,-0.06518081,0.035316713,0.12960231,-0.03463096,0.08986151,-0.04797501,0.16716732,-0.044447728,-0.856961,0.14868432,-0.8801472,0.14208323
Gtf2i,-0.11452675,-0.27731284,-0.0345908,-0.32724592,0.22981693,-0.43609568,0.11592555,-0.40160435,0.09910667,-0.38064557,0.082140505,-0.3612188,0.16308019,-0.32057372,0.09910667,-0.38064557,-0.0345908,-0.32724592,-0.0345908,-0.32724592
Gtf2ird1,-0.017689768,0.3406421,-0.017689768,0.3406421,0.06306182,-0.2232536,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421
Gtf3a,-0.017689768,0.3406421,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,-0.017689768,0.3406421,0.06306182,-0.2232536,0.06306182,-0.2232536
Gzf1,0.42089307,-0.0643417,0.42089307,-0.0643417,-0.017689768,0.3406421,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417
Hbp1,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,-0.017689768,0.3406421,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417
Hdac1,0.021212284,0.2574618,-0.22669618,0.026385814,-0.7240361,0.15623756,-0.562414,0.15629467,-0.41049224,0.40965295,-0.50006366,0.17097776,0.046482533,-0.046530418,0.3826772,-0.1171936,-0.3596531,0.15920739,-0.6447859,0.13651916
Hdac2,-0.6288949,-0.08715326,-0.6226726,0.36414498,-0.39573053,0.5322404,-0.56890786,0.283115,-0.4958858,0.1939404,-0.438005,0.17228118,-0.40439197,0.15216221,-0.44507915,0.24093074,-0.43693805,-0.03538733,-0.48873973,0.21544676
Hdac3,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,-0.017689768,0.3406421,-0.017689768,0.3406421
Hdac4,0.06306206,-0.22325334,0.06306206,-0.22325334,-0.03820208,0.60317016,0.06306206,-0.22325334,0.06306206,-0.22325334,0.06306206,-0.22325334,0.06306206,-0.22325334,0.06306206,-0.22325334,0.06306206,-0.22325334,0.06306206,-0.22325334
Hdgf,0.07151438,0.1928368,-0.01903842,0.07090347,-0.48973227,0.07769234,0.4845929,-0.06089624,0.32526833,0.0105260005,-0.65753955,0.29410592,-0.45066535,0.41749007,0.35573372,0.12007565,0.13978584,0.20474496,0.2099723,0.2219133
Hes1,-0.07942249,0.38768938,-0.1556048,-0.5334312,0.10044144,0.16831611,-0.48707455,-0.12856814,-0.5797714,0.24310045,0.20025449,-0.41207156,-0.2892012,0.0023171667,-0.2524686,-0.07237043,-0.2524686,-0.07237043,-0.07942249,0.38768938
Hes6,0.35793877,-0.09392593,-0.36757624,0.20280598,-0.017689768,0.3406421,0.42089307,-0.0643417,0.42089307,-0.0643417,-0.36757624,0.20280598,0.42089307,-0.0643417,-0.36757624,0.20280598,0.35793877,-0.09392593,0.35793877,-0.09392593
Hhex,0.25244245,0.0052380105,0.1681611,-0.026648229,-0.3984737,-0.118952535,-0.34215543,0.08320322,-0.34014815,0.10974137,-0.07588376,-0.08501025,-0.010508772,0.16497634,0.24876146,0.09276229,0.17805797,0.061187476,0.024453316,0.015750682
Hinfp,-0.3939417,0.03166213,-0.4201854,-0.032631435,-0.31858063,-0.55930376,-0.15722555,-0.50872743,0.0921222,-0.66592973,-0.35793385,-0.17175685,-0.020400349,-0.41406986,0.27468383,-0.6262527,0.014416639,-0.5089795,0.03369089,-0.21072169
Hivep1,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536
Hlf,-0.017689768,0.3406421,-0.017689768,0.3406421,0.06306182,-0.2232536,-0.017689768,0.3406421,0.42089307,-0.0643417,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421
Hltf,-0.42984992,-0.3124682,-0.73298115,-0.36126012,-0.693607,-0.57798225,0.4407208,-0.8029848,0.36630395,-0.56759167,-0.15665327,-0.42425117,0.2919157,-0.31724957,0.32921004,-0.3703925,0.28895172,-0.36494812,0.3744278,-0.46568125
Hmbox1,0.06306182,-0.2232536,0.06306182,-0.2232536,0.6279499,1.3197587,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536
Hmg20a,-0.6155875,-0.7452307,-0.027537849,-0.15953402,-0.057865683,-0.06915968,0.05598756,0.3690215,0.05192081,0.28611532,0.0022678412,-0.1021648,0.0254899,0.34290388,0.0254899,0.34290388,0.21427374,-0.15096751,0.2793127,-0.07148722
Hmg20b,-0.38109472,-0.063754514,-0.022232693,-0.31311265,0.5437325,0.02936696,-0.5052722,0.0020696062,-0.19209293,-0.35761407,-0.11158979,-0.6809858,-0.02505532,-0.37121698,0.059611887,-0.49667096,-0.109461695,-0.38799238,-0.49059463,-0.16742146
Hmgb1,-0.42527935,0.38941678,-0.46843445,0.27938998,-0.44906884,0.069109544,-0.30205435,0.061489485,-0.32977623,0.15370834,0.14742936,-0.040893514,-0.032632153,0.32809034,-0.050736647,-0.12203268,-0.43295267,0.29769832,-0.40285003,0.33689073
Hmgb2,-0.716402,0.3031621,-0.5663127,-0.0846212,-0.7955414,-0.21832177,-0.7180408,0.014904516,-0.888986,0.14769503,-0.9973599,0.33208686,-0.42975706,0.11627586,-0.210197,-0.17471156,-0.9055834,0.14539044,-0.9414665,0.20059478
Hmgn5,-0.36757624,0.20280598,-0.36757624,0.20280598,0.42089307,-0.0643417,-0.36757624,0.20280598,-0.36757624,0.20280598,-0.36757624,0.20280598,0.35793877,-0.09392593,0.35793877,-0.09392593,-0.36757624,0.20280598,-0.36757624,0.20280598
Hnf1a,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,0.42089307,-0.0643417,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421
Hnf1b,-0.2924812,0.056987457,0.73462623,0.07938016,0.7206868,0.34646717,-0.20515321,0.33787963,0.24172722,0.3174597,0.85972464,0.19494005,0.26721215,0.21951057,0.26796296,0.42210332,-0.2924812,0.056987457,-0.42591187,0.2412389
Hnf4a,-0.38292313,0.11202744,1.0794675,0.10787029,0.25547364,0.33285525,-0.02574576,0.5335678,0.54530084,0.28345588,1.3810525,0.600421,0.54881334,0.2472784,0.7026728,0.855613,-0.36884677,0.14135279,-0.47946584,0.35487273
Hnrnpab,-0.770333,0.2528917,-0.77774614,0.090132974,-0.37624702,-0.16600013,-0.46957254,-0.06894034,-0.4534824,-0.061564602,-0.83807665,0.0647773,-0.31867316,-0.12642892,0.10643177,-0.38902715,-0.673895,0.18127526,-0.5987347,0.1956873
Hnrnpd,-0.5762147,-0.14433078,-0.51608133,0.055349678,-0.09167498,-0.0044028545,-0.17570736,-0.30239412,-0.07104793,0.1025747,-0.47161353,-0.031143783,-0.15096816,-0.13732754,-0.1117678,0.0085669225,0.039752916,0.06282521,0.10368723,-0.0986868
Hnrnpk,0.3319371,-0.45090228,0.48591998,-0.14320944,-0.09495528,0.18533917,0.023790773,0.5427818,0.016942475,0.33331203,-0.16337317,0.2855573,-0.064666495,0.44702935,-0.33114403,0.56922454,0.59956926,-0.20334455,0.46063614,-0.014821018
Hnrpdl,-0.4915021,-0.7709039,-0.38653785,-0.6341514,-0.3698339,-0.18884939,-0.20170487,-0.35816228,-0.012384284,-0.72583294,-0.5901586,-0.16210002,-0.38217804,-0.31109762,-0.19819693,-0.40009418,-0.045296412,-0.5595312,-0.010233071,-0.25369066
Hopx,0.21964596,-0.4627088,-0.20914474,-0.03331103,-0.20914474,-0.03331103,-0.20914474,-0.03331103,-0.25034258,0.018027565,-0.211292,-0.02126042,0.17844811,-0.4113702,0.17844811,-0.4113702,0.21964596,-0.4627088,0.21964596,-0.4627088
Hsf1,-0.24519692,-0.024843866,-0.15177678,-0.31564918,0.16846068,-0.35542974,-0.17766942,-0.27989462,-0.48754442,0.06972178,-0.5071424,0.2831137,-0.1728928,-0.08767916,-0.49252236,0.10198522,-0.48970538,0.086914994,-0.44561124,0.011817153
Hsf4,0.06306182,-0.2232536,0.06306182,-0.2232536,0.6279499,1.3197587,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536
Ifi204,0.06306182,-0.2232536,0.6279499,1.3197587,0.06306182,-0.2232536,0.6279499,1.3197587,0.6279499,1.3197587,0.6279499,1.3197587,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.6279499,1.3197587
Ikzf5,-0.1092345,-0.29577187,-0.10886674,-0.19757684,0.12302685,-0.2553402,0.16176978,-0.2974535,0.17337602,-0.2837817,-0.100693434,-0.22684796,-0.015996434,-0.1971326,0.13196135,-0.2628226,-0.08134593,-0.3131928,0.1742595,-0.3243531
Ilf2,-0.5770743,0.3653544,-0.77498627,0.09127749,-0.665667,-0.056989264,-0.44512665,0.021980816,-0.41396722,0.19392051,-0.30020005,-0.18197328,-0.30655697,0.046270404,-0.16578874,-0.20568584,-0.7184173,0.18794708,-0.59615713,0.30863792
Ilf3,-0.5018646,-0.09575425,-0.76416683,-0.13965578,-0.9248448,0.14988738,-0.50927037,0.1453536,-0.80108094,0.21311155,-0.4451032,0.10028397,-0.8686999,0.47870997,-0.41565326,0.2862182,-0.47366357,-0.23321031,-0.46188813,-0.025336822
Ing2,-0.11096603,-0.34800246,-0.037232827,-0.3439311,-0.11801781,-0.19143489,0.16324498,-0.3128252,0.07152139,-0.23665251,0.04135471,-0.1468082,0.054912135,-0.28178883,0.057678998,-0.28560954,0.29308534,-0.29378363,0.12187715,-0.25520298
Ino80,-0.115967646,-0.07536889,-0.04590216,-0.26304802,0.18329382,-0.34593067,0.13213594,-0.3105355,-0.018490631,-0.39455488,-0.08836259,-0.30744192,0.17316034,-0.32039088,0.13290788,-0.27989396,-0.04158667,-0.14128757,-0.04158667,-0.14128757
