GeneSymbol,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11
Cish,-0.03812778,-0.26331437,-0.3584115,-0.1853295,-0.332774,-0.13286433,-0.23836184,-0.013401985,0.12590136,0.069290884,0.24516907,0.15566888
Ckap2,-0.6593905,0.8733255,-0.9035047,1.0160722,-0.51926404,0.9797214,-0.9297798,0.70685416,-0.8761176,-0.26116675,-0.43873385,0.7863944
Ckap2l,-0.54849917,0.6715375,-0.83586144,0.82570046,-0.6372294,0.74671066,-1.0339929,0.34537405,-0.7312148,-0.07627174,-0.20237559,0.5168996
Ckap4,-0.39464244,-0.761562,-0.31824183,-0.7676691,-0.22559121,-0.48784435,-0.16531512,-0.32652313,-0.5209829,-0.54234076,0.31430274,0.24161777
Ckap5,-0.10762716,-0.061363503,0.009222297,0.53275573,0.017727671,0.45151025,-0.15840203,-0.24263074,-0.11769421,0.2581364,-0.22489712,0.12099643
Ckm,-0.39944583,-0.14626624,-0.8196015,-0.017143756,-0.44318056,-0.1457177,0.455271,-0.3379447,-0.55357695,0.39335734,-0.46500534,-0.9424321
Ckmt2,-0.31000704,-0.27753377,-1.3062124,-0.17589174,-1.0868783,-0.1625991,0.068850644,-0.55907965,-0.8320161,0.6927871,-0.63329583,-1.1392466
Cks1b,-0.4938348,1.4106184,-0.7095589,1.0494256,-0.1764782,1.2614858,-0.7288706,0.62637836,-0.42313823,-0.33882385,-0.33988523,0.71307856
Cks2,-0.7706762,0.30092072,-0.89131516,0.5867838,-1.0792029,0.6214117,-1.034387,0.54875636,-0.22474322,0.032978788,-0.20154224,0.3669514
Clcn1,-0.013224792,-0.012253456,-0.064609684,-0.045320712,-0.06641322,0.13474381,0.0040474813,-0.5742768,0.05805666,0.56010246,0.33773357,-0.028344527
Cldn15,-0.19760388,0.33850873,-0.5462986,-0.15990849,-0.73871607,-0.0030642897,0.103333786,-0.34958273,0.22243299,0.4541105,-0.70893604,-0.71499944
Cldn5,0.089729495,-0.7253556,-1.0919663,-0.549956,0.29358262,-1.220338,0.3810407,0.0031415299,-1.1486785,0.9003384,-0.9068534,-0.1177935
Clec2i,-0.60474104,-0.49090976,-0.5565434,-0.6576585,-0.537297,-0.5868896,-0.4129239,-0.62247235,0.054740466,0.14358833,0.25646222,0.834287
Clec3b,-0.69236404,-0.12066458,-0.6617315,0.14309934,-0.75421435,-0.11988883,0.31090733,0.03933622,-0.67234427,0.37582135,-0.5227633,-0.3316496
Clec4a2,-0.2423236,-0.44998187,-0.2086784,-0.48222417,-0.6867901,-0.38258016,-0.21951103,-0.20076476,-0.055228345,-0.065218784,-0.30696702,-0.10527757
Clec4d,-0.22424865,-0.06652427,-0.19677743,-0.09285,-0.58715403,-0.011491001,-0.16823046,-0.09824547,0.79508054,0.031384423,-0.21961027,0.14925276
Clec4e,-0.21851093,-0.30955404,-0.52395517,-0.06779272,-0.91433173,0.013566278,-0.06284454,-0.31148982,-0.03978189,-0.25443792,-0.095697775,0.2675087
Clec7a,-0.11420592,-0.1499583,-0.21502891,-0.2608592,0.030865258,-0.19116995,0.13331343,0.0017068088,0.34292114,0.44844425,-0.02361642,0.2722922
Clic1,-0.4222928,-0.23796909,-0.205885,-0.204814,-0.14471732,0.096224785,-0.4476553,-0.53036714,0.2255514,0.7216639,0.37627292,0.44309282
Clic4,0.53068495,-0.13580357,-0.023030067,-0.18618941,0.06849495,-0.13245083,0.0289456,-0.63216263,-1.2673371,0.5220888,-0.117167555,-1.3665833
Clic5,-0.14947116,0.35802847,-0.7156435,-0.18526213,-0.2659203,-0.47405946,-0.50355077,-0.72338295,0.15914863,0.3693902,-0.5996315,0.16808647
Clip1,-0.06070228,-0.36979043,-0.25535652,-0.10246912,-0.2597379,-0.18114159,-0.33525038,-0.48253477,-0.5331147,0.16330056,-0.07160997,-0.89894825
Clip3,0.38416302,-0.28996038,0.4459182,-0.0845072,0.6026192,-0.07129887,0.12610462,-0.17742491,-0.06405071,0.2991494,0.17043772,-0.3564428
Clip4,-0.07706808,-0.4505372,-0.07706808,-0.4505372,-0.07706808,-0.4505372,0.3750383,-0.75634634,-0.22848123,-0.23908047,0.29278675,-0.41569906
Clk1,-0.100338966,-0.072721064,-0.26974452,0.10084827,-0.2024734,0.11199686,-0.2884844,-0.008177843,0.1450271,-0.12613948,0.014964847,-0.08400306
Clk2,-0.36066842,0.013690218,-0.36066842,0.013690218,-0.36066842,0.013690218,0.12243498,0.18100077,0.7648012,0.50071806,-0.20578244,0.013474137
Clk4,0.25623238,0.14011438,0.22019863,0.21689041,0.30258846,0.2305446,-0.26650798,-0.05966887,0.6538405,0.1327011,-0.04506386,0.29825634
Clns1a,-0.16209559,1.0208766,-0.15125634,0.9324131,0.04502503,0.4966746,-0.21790735,0.10114752,0.08628542,-0.4039048,-0.49877256,0.29784483
Clp1,-0.103668176,-0.40042323,-0.83012176,0.0038112998,0.036006697,0.26230603,0.41211057,-0.14059566,-0.11610521,0.42253888,0.7289187,0.36448425
Clpb,0.5521919,0.121478595,0.59084207,-0.029997304,0.551426,0.008067302,0.48303145,0.26603556,-0.76241297,-0.5721623,-0.43176523,-0.37779987
Clpp,0.19000381,-0.1266913,0.19000381,-0.1266913,-0.46036014,-1.01329,-0.71118766,-0.95806074,-0.29442918,-0.5255301,0.5657062,-0.22134025
Clptm1,-0.32242242,-0.24667154,0.104252346,0.30755752,-0.14213896,-0.07855855,-0.3885709,-0.0455096,0.6356719,-0.5512511,0.26344323,-0.48095167
Clspn,-0.6369871,1.0934781,-0.93975765,1.3777114,-0.5075911,1.1171972,-1.1838161,0.5902887,-0.874934,-0.28548378,-0.326116,0.70939434
Clstn1,0.27816436,-0.24822946,-1.0872861,0.034057915,0.27816436,-0.24822946,0.4774201,-0.27211487,0.24275205,0.4032321,-0.2031569,-0.61640143
Clta,0.15963422,-0.17031403,0.15963422,-0.17031403,0.15963422,-0.17031403,-0.122763254,0.13235623,0.13005954,-0.3307528,0.48409915,-0.106537506
Cltb,-0.05394178,0.20306976,-0.004608983,0.18027149,-0.19028018,0.08375324,-1.2146207,-0.7728559,-0.17163126,0.375956,0.21424958,-0.18871109
Clu,-0.13741073,-0.008754104,-0.42053285,-0.1180246,-0.46150675,0.04981108,-0.2962404,0.34039366,-0.24075592,0.03510411,-0.2948596,0.19633837
Clybl,0.20181268,0.61145407,0.0549267,0.743952,0.3638451,0.33296883,-1.0249909,-0.14916609,-0.181053,0.48360884,0.0024451707,0.24308589
Cmas,-0.27394405,-0.06293994,0.16248816,0.0071117543,-1.528152,-0.26350504,0.04437332,0.22629331,-0.0071713123,0.17090812,-0.7763739,-0.82201886
Cmbl,-0.0053777713,0.17101206,-0.39189902,0.06009742,0.051951095,0.43820393,-0.6157398,-0.2760985,0.8367649,-0.0702789,-0.69484013,-0.06083475
Cmklr1,0.39303765,-1.5469148,0.13159849,-1.4607975,0.49317715,-1.7863587,-0.6023717,0.37625957,-1.1249529,0.25545537,-0.587352,0.7429051
Cmpk1,0.39047116,-0.7009902,0.03209231,0.029596113,0.39047116,-0.7009902,-0.054232486,0.13020359,-0.28365493,0.48499215,0.3067606,0.31022036
Cmpk2,0.09132315,-0.119108096,0.0631274,-0.2612834,-0.27933216,-0.10348229,0.06391365,-0.34531343,0.16075963,0.6282442,-0.29529735,0.31536078
Cmtm3,0.0783535,-0.6407635,0.14091492,-0.69426024,0.044796932,-0.7113778,-0.10585657,-0.76620716,-0.0096564405,-0.21185385,0.456788,-0.051683903
Cmtm6,0.09299194,-0.74814594,0.13188216,-0.2441739,-0.1293182,-0.6508099,0.105452366,-0.1820419,0.20946214,-0.0789261,0.2808941,0.00795012
Cmtm7,-0.3286438,-0.24857666,-0.20917456,-0.18409692,-0.3932789,-0.29187518,0.45676723,-0.14078806,0.59505457,0.15497094,0.18567261,0.41303146
Cmya5,-0.105802044,0.07096898,-1.1498494,0.11357273,-0.50293046,0.07405662,0.35264692,-0.6774416,-1.0442611,0.65546465,-0.7734257,-1.5132793
Cndp2,-0.31092727,-0.15827483,-0.03381157,0.06676769,0.017882494,-0.04076816,0.5021566,1.2054706,0.19629762,-0.73258376,0.120458536,-0.45604998
Cnksr1,0.2112123,-0.3475032,0.40053135,0.2188,-0.54114944,0.11148186,-1.5231507,-0.25874728,0.20675659,1.038551,-0.46856993,-0.18555881
Cnn2,-0.030425036,-0.63400877,-0.48046762,-0.21959876,-0.03718771,-0.70164394,0.13281207,-0.21795623,-0.37541258,0.017344583,-0.18959878,-0.026881784
Cnn3,0.46086377,0.29079503,0.5228586,0.24918288,0.4243592,0.17990799,-0.10736633,-0.5757359,0.99910957,0.21889459,0.76705676,0.13206118
Cnot2,0.41990536,0.80397356,0.4334851,0.70293283,0.5164426,0.6221342,0.58216566,0.61284846,0.5499556,-0.14898683,1.1467652,-0.8850762
Cnot3,0.05706404,0.33326536,0.09389212,0.38540208,0.140872,0.2340724,0.43374905,0.3100664,0.30710366,0.13364547,0.56454843,-0.34872866
Cnot6,0.057287157,0.051461518,-0.40233338,0.4766993,0.023509333,0.5359163,-0.56660515,0.32215822,-0.044667676,-0.15389298,-0.39194372,0.5762384
Cnpy2,0.55011195,0.51770055,0.25504518,-0.11983882,0.58367026,0.6210293,0.38605487,0.46446085,0.62908316,0.34650373,0.024838036,-0.08836046
Cnpy3,0.14944793,-0.151594,0.14944793,-0.151594,0.14944793,-0.151594,0.31927454,0.21344882,-0.20364568,0.26130378,-0.35972238,0.26585424
Cnpy4,0.026515631,0.23898403,0.109662645,0.49414295,-0.029234832,0.59549093,-0.20163354,-0.4609453,0.06838971,-0.64973164,-0.35589102,0.2988184
Cnst,0.91586965,-0.22857474,0.91586965,-0.22857474,0.91586965,-0.22857474,0.8140761,-0.63771886,0.8140761,-0.63771886,0.059370466,0.088965364
Cog3,0.17592227,0.1373464,0.29162565,0.21142392,0.20650715,0.055672012,0.20856124,0.072757185,0.71825427,-0.1511923,0.18418714,-0.82084394
Cog4,0.5601891,0.27626354,0.862803,0.17090908,0.862803,0.17090908,0.862803,0.17090908,0.54876333,-0.1341686,0.42243144,-0.9809145
Cog5,-0.32352537,0.5539172,-0.22974409,0.1853339,-0.16727392,0.15569751,0.5655436,0.60148376,-0.0338109,0.34525394,0.29010385,0.011158556
Col11a1,-0.32789212,-0.4014396,-0.30267805,-0.41309178,-0.30842173,-0.41726327,-0.27716303,-0.25704348,-0.2882706,-0.63317657,0.006439274,0.17429386
Col12a1,-0.45544133,-1.0153948,-0.32818258,-0.8860684,-0.5484279,-1.0362753,-0.1570011,0.39711958,-0.46570852,-0.77513576,0.18081623,-0.070822865
Col14a1,-0.052810587,-0.34270817,-0.39334795,-0.08633174,0.32874143,-0.8903768,-0.113440864,-0.22467847,-0.6272401,0.2108622,-0.5312404,0.16306794
Col15a1,0.7672884,-0.14859094,-0.30947465,-0.11335227,1.0653702,-0.437095,-0.24690032,0.20772065,-0.22068337,0.07684463,-1.3619745,0.19185168
Col16a1,-0.07694218,-0.68032753,0.045632064,-0.58082795,-0.017104993,-0.5842616,-0.12591682,-0.15787862,-0.12845458,-0.4441182,0.14595062,0.55017084
Col1a1,-0.1608538,-1.3478262,-0.3231695,-0.8883289,-0.2560612,-1.2421694,-0.40388462,0.2495884,-0.12801903,-0.99698544,0.1816493,-0.13049033
Col1a2,-0.079373546,-1.3352071,-0.062250778,-1.0114391,-0.14872973,-1.1897264,-0.25598234,0.01228201,-0.036874026,-0.84066796,0.3072024,-0.038321644
Col3a1,-0.43771508,-1.2435192,-0.4446555,-0.8900263,-0.058106817,-1.0985359,-0.20518142,-0.19765861,-0.10308502,-0.732602,0.59649295,-0.13300462
Col4a1,-0.3212701,-1.1388624,-0.37640548,-0.91407114,0.12653701,-1.2496467,0.12531386,-0.42935246,-0.06678985,-0.24708398,0.22014572,0.101304665
Col4a2,-0.17123058,-1.1551762,-0.49224323,-0.8174404,0.08329928,-1.2513914,0.17799099,-0.5025056,-0.18906535,-0.15597744,0.0046908166,0.014633767
Col4a5,0.3575398,-1.246147,0.05227872,-0.8537262,0.14337946,-0.8838091,0.023784047,-0.5745935,-0.13146928,0.15252607,0.4080068,0.045278564
Col5a1,-0.21604711,-1.2699177,-0.24400398,-0.9814671,-0.31197396,-1.1638666,-0.33942688,0.1182667,-0.21669227,-1.0612108,0.2362842,0.0070921667
Col5a2,-0.37654763,-1.44709,-0.37379757,-1.060251,-0.40719938,-1.1207039,-0.14628348,-0.14443833,-0.3353029,-0.847824,0.5140826,0.11708292
Col6a1,-0.12950891,-1.3260622,-0.42849445,-0.74827814,-0.25417426,-1.1031797,-0.120556705,-0.0014924183,-0.32327285,-0.69269544,0.36521408,0.013745684
Col6a2,0.16042767,-1.2496092,-0.16682616,-0.5873867,-0.084706225,-1.0940422,-0.17299014,0.3585081,0.0031611156,-0.8100594,0.08705237,0.021639254
Col6a3,-0.122880034,-0.94526106,-0.40690368,-0.53026134,-0.42183515,-1.0761133,-0.3044565,0.19358653,-0.18579805,-0.8603106,0.08756119,0.09999948
Col8a1,-0.35463864,-0.57790524,-0.21764383,-0.37183607,-0.35628098,-0.5746277,0.3675291,0.95752466,-0.36211812,-0.34665197,-0.42909065,-0.4795143
Col8a2,-0.23676255,-0.30164844,-0.18742976,-0.32444668,-0.37310097,-0.42096496,-0.4930368,-0.21938373,-0.35432395,-0.19753806,0.37885016,0.12419775
Colec11,0.10589925,-0.75684655,0.06642697,-0.46417058,0.06050477,-0.37418544,0.5789613,-0.9625194,-0.46301165,0.2505681,-0.073222004,-1.7618839
Colec12,-0.29571542,-0.7742838,0.099350475,-0.5923183,0.007980237,-0.61652637,0.42678446,-0.6231614,0.4973438,0.12995839,0.41079748,0.41375774
Commd10,-0.0816433,0.49856025,-0.32893163,0.3964644,0.35783195,0.45367533,0.07105764,0.15069874,-0.12525132,-0.117074296,0.14505811,0.19456364
Commd3,0.46592593,0.38512605,0.46592593,0.38512605,0.46592593,0.38512605,-0.0068617966,0.16808727,0.36965528,-0.48046273,-0.1264771,-0.49673164
Commd6,0.16414414,0.18809895,0.13916448,0.4043094,0.56378406,0.8196359,0.18396258,-0.069746256,0.58812326,0.09454785,0.24709502,0.05033372
Copa,0.60216475,-0.60949117,-0.28262782,0.27875254,-0.28262782,0.27875254,-0.28262782,0.27875254,-0.18231463,0.14611943,0.27443647,0.03836392
Copb2,-0.28262782,0.27875254,-0.18231463,0.14611943,-0.28262782,0.27875254,-0.28262782,0.27875254,-0.18231463,0.14611943,0.58471334,-1.1163105
Cops2,0.28722686,0.54671234,0.20291966,0.28375077,0.27445593,0.26203302,0.34952837,0.7025566,0.13105685,0.26541024,0.52473825,0.46211475
Cops5,-0.21400069,0.012002952,-0.21400069,0.012002952,-0.21400069,0.012002952,-0.17634498,0.15422639,0.5788001,0.07052608,-0.16645983,0.4587605
Cops6,0.099539556,0.34098113,-0.14407748,0.6938156,-0.14407748,0.6938156,-0.14407748,0.6938156,-0.14407748,0.6938156,0.6074911,-0.24143241
Cops7a,0.49344814,0.1418536,0.5380775,-0.033055693,0.4925637,0.010897532,0.4358315,0.17143776,-0.54803705,-0.41408908,-0.42736414,-0.26885653
Cops8,0.29840356,0.6499233,-0.16010351,-0.06735029,0.32629162,0.8840473,-0.21336406,-0.29517776,0.304613,-0.19820072,0.291832,0.120065294
Copz2,-0.32513082,-0.48998308,0.17984948,-0.27631032,-0.42755535,-0.55814624,0.37206635,0.04839456,0.057835005,-0.11573757,0.21886554,-0.2463048
Coq10a,-0.29294372,0.3043909,-0.29294372,0.3043909,-0.29294372,0.3043909,0.63501257,-0.72060096,-0.3771138,0.43162876,-0.17205192,-0.63819087
Coq3,-0.24977562,-0.08641456,-0.24977562,-0.08641456,-0.24977562,-0.08641456,0.2667151,-0.526875,0.53724164,0.3785488,-0.44893968,-1.3792527
Coq5,0.120474674,0.3377937,0.06649941,0.36770737,-0.61291474,-0.6114038,-0.012628941,-1.7436037,-0.2827844,-0.50172156,-0.32680184,-1.3544464
Coq6,0.31387472,0.3749373,0.37195912,0.35274446,0.31387472,0.3749373,0.5419271,-0.23680492,-0.10960815,-0.86141574,-0.1493642,-0.30540752
Coq9,0.06281599,0.3115629,0.38654047,0.4685217,-0.17809999,-0.1306803,-0.60753536,-1.4107553,-0.037507333,0.5325375,-0.67013586,-1.8988733
Corin,-0.09960721,0.8925053,-0.69645953,-0.53384036,0.33006737,-0.6205375,0.14742807,0.57090473,-0.78226906,0.2952486,0.055999823,-0.45463747
Coro1a,-0.4987799,-0.76142234,-0.58782315,-1.1405559,-0.9420959,-0.8083584,-0.3792637,-0.67208546,0.30764037,0.5997172,0.591806,0.9206016
Coro1b,0.19608451,0.6074716,0.12933446,0.3578776,0.30345446,0.8576895,-0.14777742,-0.31194365,0.03209103,0.31118035,-0.09520823,0.21353704
Coro1c,0.23241057,0.18094917,0.25136092,0.115449704,0.4018023,0.376221,0.25186208,0.39534605,0.14833775,0.2795566,0.2980001,-0.04477389
Coro2a,-0.09648252,0.056968726,-0.12788345,-0.10472207,-0.24407178,0.22897209,-0.40064564,-0.73977435,0.31052634,0.22736485,0.4844838,-0.43123603
Coro6,-0.12649113,0.058130383,-1.1850135,-0.35352236,-0.80648714,-0.07544875,0.13406102,-0.24504681,-1.1748399,0.73818314,-0.60232073,-1.2986864
Coro7,-0.21618846,-0.8811191,0.012660338,-0.5684614,0.19610947,-0.27629477,-0.24183545,0.2094159,0.41667432,-0.017565697,0.56993043,-0.41775745
Cox15,-0.14655957,0.112783335,0.11676691,-0.085162506,0.18942548,-0.10237034,0.20420462,0.2736709,-0.13351539,0.055134922,-0.230733,0.44021058
Cox19,0.60871136,-0.6827919,0.60871136,-0.6827919,0.60871136,-0.6827919,0.60871136,-0.6827919,0.38054618,-0.71090335,0.21698384,-0.5905155
Cox4i1,0.2544175,-0.009991065,0.2544175,-0.009991065,-0.35575166,-0.84345865,-0.35575166,-0.84345865,-0.45189297,-1.4936109,-0.31155145,-0.0895313
Cox4i2,0.56775063,-0.6109303,-0.4308835,-0.34550768,-0.2133216,-0.61641335,-0.11916209,0.24578534,-0.9422766,0.8971149,-0.26333773,0.35592055
Cox5a,0.022397554,0.05218877,2.2305822,-1.745779,0.12196685,-0.33331317,0.022397554,0.05218877,2.1035829,-1.7323304,0.750808,-0.94586843
Cox5b,0.08851681,-0.15652929,0.78012115,0.19409908,-0.2500412,-0.78243935,-0.469719,-1.0699404,-0.2623501,-0.8979267,-0.17388542,-0.2800542
Cox6a1,0.025800986,-0.22637857,0.08735067,-0.16604088,-0.6236983,-0.48956972,0.08735067,-0.16604088,0.025800986,-0.22637857,-0.61459416,-0.13611273
Cox6a2,-0.40339696,-0.11433847,-0.3157109,0.30179858,-0.82285726,0.22886929,-0.1586206,-0.54740685,-0.22260725,0.283112,-0.20288001,-1.5480978
Cox6b1,0.30430385,0.013030887,0.30430385,0.013030887,-0.3058653,-0.8204367,-0.3058653,-0.8204367,-0.48194194,-0.94476116,-0.22174785,-0.19136994
Cox7a1,-0.3146723,-0.067904204,0.09676072,0.2478271,-0.28490382,-0.03046953,-0.05476042,-0.7759243,-0.66589963,0.36891174,-0.49201298,-1.3251729
Cox7a2,-0.09239248,-0.4362623,0.122482285,-0.31153452,0.122482285,-0.31153452,0.122482285,-0.31153452,0.4483351,-0.09314278,-0.38701952,0.43246973
Cox7a2l,0.6614464,-0.9404917,0.6614464,-0.9404917,0.6614464,-0.9404917,0.8815474,-0.95390105,-0.32975733,0.062298022,0.23704663,0.054852575
Cox7c,-0.27831814,-0.022141673,-0.2422342,0.016339064,-0.14394681,-0.04685448,-0.20543995,-0.11153419,-0.31187922,-0.3560208,0.11699874,-0.0062893108
Cox8a,0.26073036,0.13841234,0.26073036,0.13841234,0.36189795,0.10769881,0.27638215,0.40246558,0.40609816,0.15737349,-0.14367794,-0.4802314
Cox8b,-0.19795032,-0.2546094,-0.92962575,-0.054905877,-0.7893337,0.004342057,0.30276418,-0.5054944,-1.3180711,0.6796963,-0.42479026,-1.1646177
Cp,-0.66318643,-0.0897357,-0.92343646,0.08017613,-1.5048916,0.203395,-0.03016452,0.6869193,0.08071012,0.4983806,-0.4814217,-0.14495303
Cpd,0.055383988,-0.075265214,0.055383988,-0.075265214,0.055383988,-0.075265214,-0.5672182,-0.3272043,0.055383988,-0.075265214,0.7938443,0.36588
Cpe,0.6392653,0.099242166,0.6454967,0.069796674,0.5393242,0.07347448,0.6264208,-0.08126935,0.15334734,0.26766932,0.67088634,-0.08790782
Cpeb1,-0.3975421,0.17856057,0.62664145,0.28963205,-0.3975421,0.17856057,0.09491313,0.7063429,0.46752763,-0.37666345,0.9944259,0.2018337
Cpeb3,-0.7473577,-0.43252516,0.27701703,-0.18378921,-1.0741506,-0.08528009,-0.27705437,-0.32420558,0.29151243,0.19517411,-0.5600218,-1.0436507
Cpne2,0.37447333,-0.24233349,0.37447333,-0.24233349,0.084561445,-0.36723888,0.21117301,-0.5872359,0.111390166,0.12421084,0.10500519,-0.011199817
Cpped1,0.2969845,0.71784335,0.02519384,0.73660654,0.25121132,0.012180384,0.04791373,-0.15558848,0.21584952,0.37136436,0.38736817,0.14161114
Cpsf2,-0.8135578,0.28151911,-0.75649863,0.20695776,0.07840938,0.2513321,-0.4109795,-0.3025756,-0.3467277,-0.5540091,0.2815174,0.6052978
Cpsf3,0.45186555,0.43485838,0.45575625,0.25251502,0.6295646,0.38580275,0.6002096,0.69322175,0.58566964,0.5712099,0.42189738,0.0501498
Cpsf4,-0.38182607,0.054983526,-0.3899306,0.12517355,-0.4095247,0.09767969,-0.2137887,-0.0991638,-0.25370786,-0.3500151,-0.65909046,-0.07661182
Cpsf6,-0.3241048,0.47789133,0.013889363,1.0509953,0.52150595,0.80782306,-0.087754756,0.39020348,0.18362027,-0.6905724,0.4417519,0.99790895
Cpsf7,0.5106319,-0.3177436,-0.1117479,0.2713462,-0.12591238,0.2293724,-0.20094907,0.25807136,-0.020471001,0.3367712,0.65839785,0.07034477
Cpt2,0.07573976,0.25377566,-0.08189004,-0.19724526,-0.0074930135,-0.021029815,-1.3268557,-0.49044782,-0.1605559,0.22343573,-0.40004575,-0.49802136
Cpxm1,0.080003045,-0.4949122,0.120283104,-0.5135269,0.107523434,-0.47082776,-0.0055258665,-0.4002803,-0.28395778,-0.58325243,0.53242964,0.3864547
Crat,-0.18619123,0.16093959,-0.16607451,0.2691707,-0.20634532,0.26651514,0.35785395,-0.6073981,0.32688624,-0.011542484,-0.06954666,-1.2199662
Crcp,-0.041776784,0.4687506,-0.041776784,0.4687506,-0.041776784,0.4687506,1.076939,-0.3155198,0.3093357,-0.5450517,0.44810143,-0.5324601
Creg1,-0.48128977,0.18390329,-0.6390542,0.38871354,-0.6239244,0.39675856,-0.8930473,0.17019995,-0.42697033,-0.15571614,-0.110220246,0.4579234
Creld1,-0.13999009,0.3953312,-0.7385151,0.10428777,-1.0715417,0.09613715,0.24285841,-0.22481929,0.22782311,-0.2416264,-0.5062042,-1.0816507
Crhr2,-0.5590883,-0.020944022,-0.5590883,-0.020944022,-0.33615398,0.17440441,0.18924817,-0.6749618,-0.12681869,0.2819467,-0.12545535,-1.0514472
Crim1,0.41150743,-0.14702861,-0.40401396,0.09286718,-0.06968375,-0.16951936,-0.2113392,0.22339946,0.6095,-0.39389795,0.24951887,-0.23048161
Crip1,0.28372154,0.024507213,0.29883063,0.11022887,-0.48895258,0.42723703,-0.5810794,-0.5705405,0.51396394,0.9125462,0.6001431,0.30629593
Crip2,-0.17430112,-0.6910739,-0.3767076,-0.6364964,0.34200457,-0.9089366,0.37471175,-0.22994606,-0.0797816,0.28275082,0.015139425,-0.12969485
Crispld2,-0.06214548,0.0047260597,-1.2597312,0.046404928,0.03345771,-0.88524944,-0.27140433,-0.1269726,-0.5301238,0.0042942166,-0.8531105,0.32317257
Crk,-0.25971308,-0.095405504,0.5698697,-0.80689895,0.38251644,0.25390536,0.07649433,0.040747788,0.342293,-0.7229269,-0.82277495,0.9443124
Crkl,-0.1960225,-0.21779667,0.5340584,0.25124714,-0.42823014,-0.050843067,0.5340584,0.25124714,0.1430931,-0.38714188,0.0544988,-0.23091774
Crlf1,-0.1865281,0.9289638,-0.5159084,1.2998637,-0.5914195,1.2215188,-0.23604366,0.40948296,-0.24251887,0.12145583,-0.012101876,0.1702875
Crlf3,-0.42224297,-1.0042735,0.10789683,-0.012207836,-0.24201512,-0.42683297,0.639435,-0.002236709,0.8261215,1.0228448,0.5025658,0.60762036
Crnkl1,0.3074066,0.06193787,0.3074066,0.06193787,0.38114107,0.11107674,0.03311213,0.031493902,0.5220913,0.21807486,-0.25061575,0.16795465
Crtap,-0.19182855,-0.6204852,-0.16062775,-0.6349041,-0.3118762,-0.6904361,-0.26461545,-0.6286558,-0.39726245,-0.7757014,0.2642716,0.41641986
Cryab,-0.108120136,-0.76721615,-0.68257177,-0.48345697,-0.18695727,-0.52946323,0.5451759,0.23013341,-0.7242405,0.44028676,-0.24734169,-0.5126557
Cryl1,0.6128765,0.3553577,0.6128765,0.3553577,0.6128765,0.3553577,0.6128765,0.3553577,-0.16433614,-0.0056266747,1.133804,-0.45349103
Cs,0.24042322,0.22614239,0.23754528,0.28336304,0.16103247,0.28080565,0.24007708,-0.22627567,-0.40770805,0.32406968,0.27801052,-0.19748922
Cse1l,0.6903207,1.2719514,0.5041603,1.200545,0.22812115,0.9548501,-0.11883641,-0.25857157,0.66058224,-0.36659622,-0.50552094,0.50595874
Csf1,-0.62898797,-0.62404716,0.27403927,-0.72313464,-0.15731451,-1.1550553,0.2546167,0.9306707,-0.156649,-0.44512898,0.042377345,-0.08132622
Csf1r,0.71882004,0.04354246,0.7836202,0.37743747,0.5830756,0.34367502,0.9759577,-0.07189341,1.0510684,0.3639775,0.004517218,-0.46708065
Csf2,-0.24004379,-0.18343885,-0.3448949,-0.1643803,-0.3448949,-0.1643803,0.18679771,-0.21976165,-0.35794255,-0.0839621,-0.0806592,1.1286795
Csf2rb,-0.49362856,-0.78411204,-0.33551115,-0.8371769,-0.71127254,-0.7162073,-0.03278154,-0.28796285,0.18868807,0.32266057,-0.014786819,0.24316165
Csf2rb2,-0.4327011,-0.71141386,-0.30487505,-0.7393452,-0.89585036,-0.53077096,-0.1308683,-0.16663218,0.121689044,0.2849058,-0.25290823,0.019793004
Csf3r,-0.4377057,-0.5523681,0.217949,-0.35330296,-0.23367015,-0.3995692,0.5640601,-0.022308797,-0.17009917,0.016401593,0.06948753,-0.56972265
